id_producto,nombre_producto,descripcion,tipo,talla,genero,color,precio_unitario,stock_disponible
526,Overol M,Vel quas earum earum fugit.,Overol,XL,Unisex,Azul cadete,79.03,282
527,Overol L,Deserunt adipisci eveniet id nostrum hic cumque.,Chaqueta,S,Mujer,Blanco menta,80.48,492
528,Camisa XL,Neque error accusamus odio eveniet sequi nostrum.,Pantalón,L,Unisex,Marrón caqui,75.01,198
529,Camisa L,Officia nostrum nam quam.,Camisa,L,Hombre,Blanco encaje,49.17,360
530,Overol M,Deserunt enim at assumenda harum.,Pantalón,L,Hombre,Violeta oscuro,93.63,399
531,Chaqueta M,Id ipsa dolorem illo quo repellat.,Pantalón,L,Hombre,Marrón caqui,40.54,340
532,Camisa L,Quaerat quod eaque doloremque a veniam.,Overol,L,Hombre,Turquesa medio,93.53,87
533,Camisa M,Distinctio sit quidem perferendis cupiditate.,Chaqueta,S,Hombre,Beige,68.56,478
534,Chaqueta M,Dolore ad voluptatem sit quos placeat.,Overol,XL,Mujer,Cyan oscuro,61.48,15
535,Overol M,Quidem dolore molestias modi.,Camisa,XL,Unisex,Verde claro,33.16,136
536,Camisa M,Nulla repellat recusandae omnis eligendi.,Pantalón,S,Hombre,Naranja oscuro,74.79,464
537,Pantalón S,Illum sapiente autem nesciunt.,Overol,M,Hombre,Caqui oscuro,65.4,326
538,Chaqueta S,Aperiam ex voluptas non est possimus.,Camisa,XL,Hombre,Azul,84.02,470
539,Camisa M,Nulla ut autem officia velit.,Chaqueta,L,Mujer,Gris mate,89.01,381
540,Overol L,Expedita iste suscipit corporis magni.,Pantalón,S,Mujer,Púrpura,92.24,111
541,Chaqueta XL,Quisquam esse error.,Overol,M,Unisex,Púrpura medio,77.68,208
542,Pantalón M,Praesentium cumque nemo dolorem tempora autem.,Camisa,S,Unisex,Púrpura,43.07,238
543,Overol L,Officiis voluptatibus vitae delectus suscipit.,Overol,S,Mujer,Rojo ladrillo,98.44,262
544,Chaqueta L,Ipsum vitae nobis blanditiis delectus.,Pantalón,S,Unisex,Oliva,62.97,481
545,Overol M,Architecto fuga reprehenderit est hic nemo.,Pantalón,M,Mujer,Marrón siena,35.02,163
546,Camisa XL,Aspernatur facilis quaerat.,Camisa,M,Mujer,Cian,48.49,487
547,Pantalón XL,Mollitia hic eius atque.,Pantalón,M,Hombre,Blanco humo,68.04,228
548,Pantalón XL,Magni occaecati porro debitis ad.,Camisa,XL,Unisex,Cyan oscuro,33.21,477
549,Camisa XL,Placeat molestiae modi ullam quaerat sunt iste.,Camisa,M,Unisex,Verde limón,63.08,397
550,Pantalón M,Aperiam quidem eveniet quis enim.,Pantalón,S,Unisex,Verde bosque,57.14,302
551,Pantalón XL,Itaque natus aperiam quis voluptate.,Camisa,M,Hombre,Rojo,39.32,180
552,Pantalón L,Temporibus veritatis dolore itaque quae culpa.,Camisa,M,Mujer,Marrón,65.56,88
553,Chaqueta L,Cumque temporibus consequatur quo.,Camisa,M,Hombre,Verde bosque,47.63,474
554,Overol S,Et ducimus adipisci nihil nemo rem.,Pantalón,M,Hombre,Azul claro,83.06,270
555,Pantalón XL,Magni molestias omnis laboriosam explicabo.,Camisa,L,Hombre,Azul cadete,93.29,86
556,Pantalón XL,Impedit voluptates beatae vero commodi nulla.,Pantalón,M,Hombre,Verde bosque,57.28,444
557,Overol XL,Pariatur cumque placeat aliquid id ad.,Overol,L,Unisex,Azul medio,45.06,229
558,Chaqueta L,Culpa nobis quos fuga beatae aperiam sed.,Overol,S,Mujer,Marfil,79.53,460
559,Chaqueta L,Cum numquam quae provident soluta eos assumenda.,Chaqueta,M,Unisex,Blanco nieve,36.8,261
560,Camisa M,Doloremque commodi modi maxime.,Chaqueta,S,Hombre,Verde azulado,87.51,307
561,Pantalón M,Cumque ipsa quos.,Camisa,XL,Hombre,Azul polvo,79.59,109
562,Chaqueta M,Error asperiores nulla fuga.,Overol,XL,Mujer,Gris gainsboro (Estaño),66.04,440
563,Camisa XL,Possimus dolor impedit quisquam fugit molestiae.,Overol,S,Hombre,Blanco navajo,88.39,281
564,Pantalón XL,Corrupti quo eligendi nulla excepturi quos.,Camisa,L,Mujer,Gris pizarra oscuro,82.48,149
565,Overol XL,Perspiciatis quas in impedit.,Camisa,L,Mujer,Violeta oscuro,50.68,76
566,Camisa M,Inventore vitae harum officiis commodi nesciunt.,Overol,L,Unisex,Azul medianoche,31.38,240
567,Overol S,Necessitatibus ut tempora.,Camisa,S,Unisex,Agua-marina,52.87,386
568,Chaqueta XL,Laudantium sed rerum molestiae ut animi.,Camisa,S,Unisex,Rosa brumoso,63.36,241
569,Chaqueta M,Sit excepturi iure sunt.,Camisa,S,Hombre,Turquesa pálido,69.07,298
570,Overol L,Dolorem id corrupti dolorem.,Pantalón,XL,Mujer,Verde primavera,48.24,259
571,Camisa XL,Sequi sit consequatur nulla.,Overol,L,Mujer,Amarillo dorado pálido,75.97,465
572,Chaqueta M,In magnam exercitationem perferendis.,Pantalón,L,Unisex,Verde primavera medio,56.28,399
573,Chaqueta M,Iusto laudantium omnis odio.,Chaqueta,M,Hombre,Gris gainsboro (Estaño),68.53,306
574,Pantalón XL,Reiciendis tempore eos vitae.,Camisa,L,Unisex,Blanco lino,71.74,379
575,Chaqueta L,Nisi voluptas velit sed sit vel.,Camisa,L,Unisex,Azul cielo claro,74.94,239
576,Overol S,Perspiciatis laborum earum eum.,Pantalón,L,Hombre,Oliva,47.29,24
577,Chaqueta L,Voluptas labore aliquid tempore.,Overol,S,Unisex,Azul anciano,91.3,393
578,Overol L,Ipsum iste ea.,Chaqueta,XL,Unisex,Blanco encaje,71.7,356
579,Overol L,Necessitatibus laborum id tenetur.,Pantalón,XL,Mujer,Orquídea,90.57,369
580,Chaqueta M,Et saepe repellat delectus soluta.,Camisa,L,Mujer,Azul anciano,49.7,437
581,Chaqueta L,Est veniam provident omnis excepturi.,Chaqueta,M,Hombre,Marrón perú,63.93,473
582,Overol XL,Quisquam vero enim voluptatem fugit.,Camisa,L,Hombre,Rosa profundo,61.2,260
583,Camisa L,Non dolorum repellat eligendi.,Chaqueta,XL,Mujer,Verde primavera medio,89.83,307
584,Chaqueta M,Veritatis illo nihil neque minus minus eius.,Pantalón,S,Hombre,Amarillo dorado oscuro,72.73,22
585,Chaqueta M,Cupiditate inventore cum quam.,Overol,M,Mujer,Azul acero claro,78.6,399
586,Overol M,Explicabo numquam minima tempora.,Pantalón,L,Mujer,Amarillo,44.49,303
587,Camisa M,Impedit rerum exercitationem ea quisquam.,Overol,XL,Unisex,Púrpura medio,32.13,386
588,Pantalón S,Temporibus voluptatum consequatur labore.,Overol,L,Mujer,Turquesa pálido,82.17,427
589,Camisa L,Qui esse corporis nulla distinctio fugiat.,Overol,S,Mujer,Violeta cardo,63.87,29
590,Overol M,Dolorem vitae dicta ipsa qui.,Overol,M,Unisex,Azul marino,52.81,260
591,Chaqueta S,Consequatur ipsa qui asperiores.,Overol,S,Hombre,Agua marina medio,36.16,258
592,Pantalón S,Quia totam odio dolorum quae numquam.,Camisa,XL,Hombre,Marfil,40.97,196
593,Chaqueta XL,Vero rerum nostrum porro eum tenetur.,Overol,S,Unisex,Naranja oscuro,74.11,67
594,Camisa L,Corrupti blanditiis perferendis illo.,Camisa,S,Hombre,Azul pizarra medio,31.62,261
595,Camisa L,Dolorum cumque voluptas deleniti unde voluptatum.,Camisa,M,Unisex,Cian,74.61,284
596,Camisa XL,Voluptas laborum nihil ut tempora.,Overol,M,Unisex,Rojo violeta medio,69.63,135
597,Chaqueta M,Quo ab dignissimos voluptate.,Camisa,M,Unisex,Azul pizarra medio,73.97,461
598,Chaqueta M,Odit quibusdam accusantium unde ut atque quo.,Overol,L,Unisex,Oro,47.49,496
599,Chaqueta S,Id delectus libero quis et excepturi facilis.,Overol,M,Unisex,Marrón caqui,33.06,395
600,Pantalón S,Quidem magni quos corporis in nam quod.,Overol,XL,Hombre,Orquídea medio,88.85,278
601,Pantalón S,Totam totam quidem praesentium sunt eligendi.,Chaqueta,L,Hombre,Rojo tomate,68.2,430
602,Overol L,Magni similique ut officia quia similique.,Pantalón,XL,Unisex,Marrón caqui,65.5,452
603,Overol XL,Fuga consectetur esse harum voluptatibus autem.,Camisa,S,Unisex,Oro,85.56,273
604,Camisa M,Accusamus esse pariatur illo vero nobis esse.,Pantalón,L,Hombre,Blanco encaje,38.4,409
605,Pantalón S,Provident distinctio veritatis ullam.,Chaqueta,M,Mujer,Amarillo dorado,80.21,159
606,Camisa S,Odit maxime quaerat consequuntur.,Pantalón,L,Hombre,Marrón perú,79.1,175
607,Camisa S,Adipisci earum dignissimos harum nemo.,Camisa,S,Hombre,Amarillo maíz dulce,43.73,395
608,Camisa M,Corporis quo provident natus facere.,Overol,L,Mujer,Blanco concha,68.58,380
609,Camisa M,Odio nemo aut minima aut veniam ipsam.,Pantalón,XL,Mujer,Amarillo dorado oscuro,70.27,273
610,Camisa M,Fuga nihil sint dicta consectetur.,Overol,S,Unisex,Almendra blanqueado,45.36,57
611,Camisa M,Enim perferendis dolorem odio laudantium.,Chaqueta,M,Hombre,Azul pizarra,44.48,357
612,Pantalón M,Et non et. Dicta cupiditate illo dolorem.,Chaqueta,L,Mujer,Gris pizarra,93.06,259
613,Camisa S,Qui aliquam voluptates corporis.,Pantalón,M,Unisex,Rosa profundo,74.09,249
614,Chaqueta M,Est praesentium nisi.,Chaqueta,XL,Unisex,Amarillo dorado claro,53.04,464
615,Pantalón M,Magnam vel repellat rerum facere.,Overol,XL,Unisex,Azul azur,31.98,170
616,Pantalón M,Eos quasi in fugit dolorum impedit.,Chaqueta,XL,Mujer,Rosa profundo,56.32,77
617,Pantalón S,Placeat voluptates a facilis fugit.,Pantalón,M,Unisex,Rojo oscuro,66.3,231
618,Overol M,Eos at itaque.,Pantalón,L,Unisex,Cyan oscuro,70.95,301
619,Overol L,Maiores soluta eligendi.,Camisa,S,Hombre,Orquídea,33.25,20
620,Overol M,Inventore dignissimos quaerat id.,Overol,XL,Unisex,Azul cielo claro,99.54,82
621,Chaqueta S,Expedita vitae suscipit enim eaque earum.,Overol,L,Mujer,Melón dulce,73.66,133
622,Chaqueta L,Tempora dolore aut. Eum sequi enim ducimus alias.,Chaqueta,L,Mujer,Verde mar,74.79,339
623,Overol M,Itaque repellat tempore deleniti maxime.,Chaqueta,XL,Hombre,Verde oliva oscuro,61.21,105
624,Pantalón S,Magni non beatae excepturi ab.,Camisa,M,Unisex,Rosa claro,83.97,183
625,Pantalón M,Cum sint aut.,Camisa,L,Mujer,Marrón rosado,60.54,173
626,Chaqueta XL,Aliquam possimus nihil fugit voluptas rem quod.,Overol,L,Mujer,Azul oscuro,35.95,409
627,Camisa S,Eveniet provident at.,Pantalón,S,Mujer,Blanco menta,60.42,297
628,Pantalón XL,Non labore quod. Quo accusantium ratione a.,Camisa,L,Mujer,Marrón perú,67.19,56
629,Pantalón S,Quia fugiat minima adipisci doloribus.,Overol,M,Unisex,Amarillo dorado claro,46.9,171
630,Chaqueta L,Quas quia magnam ad. Explicabo repudiandae neque.,Pantalón,XL,Unisex,Marrón madera rústica,50.52,334
631,Chaqueta L,Voluptatem suscipit labore nesciunt facere.,Chaqueta,S,Hombre,Azul pizarra oscuro,49.55,492
632,Overol XL,Illo dolorum fuga impedit voluptate.,Overol,L,Mujer,Rojo oscuro,94.68,180
633,Camisa XL,Ea iusto laborum impedit odio atque.,Overol,M,Unisex,Verde primavera,31.03,483
634,Pantalón M,Natus mollitia numquam explicabo perferendis id.,Camisa,XL,Hombre,Blanco,56.92,129
635,Chaqueta XL,Eligendi officiis ipsam.,Overol,M,Hombre,Orquídea medio,75.06,153
636,Pantalón M,Est provident placeat. In itaque labore nulla.,Pantalón,XL,Hombre,Gris pizarra claro,84.36,218
637,Camisa M,Eos necessitatibus nobis quasi.,Camisa,L,Mujer,Azul medio,75.03,267
638,Camisa L,Quasi numquam ipsam eos.,Camisa,M,Hombre,Rojo indio,36.81,253
639,Camisa M,Dolor maiores aperiam officiis in est ipsa.,Overol,S,Unisex,Blanco lavanda,40.46,321
640,Chaqueta S,Dignissimos nisi ullam earum aliquid.,Chaqueta,M,Hombre,Blanco lavanda,71.48,54
641,Camisa M,Perferendis molestiae corrupti.,Pantalón,S,Unisex,Agua marina medio,53.4,89
642,Camisa L,Fugit harum sequi eius magnam dignissimos autem.,Overol,S,Unisex,Blanco,52.5,19
643,Overol L,Dolorem optio provident sit.,Chaqueta,XL,Unisex,Azul marino,47.9,376
644,Overol M,Fugiat nesciunt fugiat dignissimos.,Camisa,L,Mujer,Azul medio,86.04,91
645,Camisa S,Quaerat ea dignissimos optio.,Chaqueta,M,Mujer,Salmón claro,84.09,22
646,Overol S,Ex odit saepe laborum aperiam.,Chaqueta,S,Hombre,Azul Alicia,61.07,37
647,Chaqueta M,Sapiente facere ipsam omnis.,Overol,S,Unisex,Gris mate,80.52,120
648,Overol XL,Quae blanditiis earum.,Pantalón,L,Hombre,Verde mar,97.08,192
649,Overol L,Facere beatae mollitia animi.,Camisa,M,Unisex,Amarillo dorado,60.87,152
650,Chaqueta S,Sint laborum illo.,Pantalón,L,Unisex,Amarillo dorado,74.13,436
651,Chaqueta S,Mollitia quia quibusdam animi.,Overol,L,Unisex,Naranja,61.29,127
652,Overol S,Illo fugiat deleniti explicabo suscipit adipisci.,Camisa,XL,Hombre,Rojo indio,44.58,35
653,Camisa XL,Numquam maxime voluptatum nisi.,Pantalón,M,Unisex,Verde lima,68.33,470
654,Overol M,Laborum excepturi maiores.,Camisa,S,Unisex,Turquesa oscuro,64.33,128
655,Chaqueta L,Veniam deserunt quidem sunt quibusdam.,Pantalón,M,Hombre,Beige antiguo,64.77,278
656,Chaqueta L,At debitis quisquam consequatur.,Overol,S,Unisex,Amarillo dorado claro,82.89,389
657,Camisa XL,Hic corrupti officiis eos.,Overol,M,Unisex,Púrpura medio,76.14,388
658,Chaqueta M,Reiciendis eius nam rem mollitia ut.,Pantalón,L,Unisex,Amarillo maíz dulce,76.3,29
659,Camisa S,Facilis dolores doloribus at.,Overol,L,Hombre,Verde limón,34.02,299
660,Chaqueta M,Consectetur quia ut.,Overol,L,Hombre,Gris claro,45.28,360
661,Overol S,Maxime id fugiat vero saepe iure.,Overol,M,Mujer,Cian clarto,98.35,495
662,Overol M,Consequatur odio vitae nulla.,Camisa,L,Mujer,Marrón rosado,89.6,177
663,Pantalón XL,Dignissimos delectus atque ad libero expedita.,Camisa,L,Mujer,Azul cielo,43.62,396
664,Overol XL,Optio quidem quasi magni officiis laudantium.,Camisa,S,Unisex,Beige,98.2,183
665,Chaqueta XL,Eveniet adipisci quos hic autem.,Overol,XL,Unisex,Amarillo,38.36,147
666,Camisa L,Nihil ratione odio ex sint corporis vel.,Chaqueta,L,Mujer,Azul lona,39.12,198
667,Chaqueta L,Totam expedita quidem rem minus.,Pantalón,S,Hombre,Azul pizarra,65.62,291
668,Chaqueta S,Possimus ad rem ab.,Chaqueta,L,Mujer,Marrón arena,65.48,485
669,Overol XL,Architecto ea sit nemo quibusdam sunt beatae.,Chaqueta,L,Hombre,Blanco lavanda,88.11,447
670,Pantalón XL,Inventore ipsam quibusdam.,Overol,XL,Unisex,Caqui oscuro,42.48,155
671,Camisa M,Aperiam quos eveniet ratione rem earum odit.,Overol,S,Unisex,Gris pizarra,85.16,131
672,Camisa L,Modi unde dolor quod non sapiente.,Camisa,XL,Unisex,Amarillo,49.04,172
673,Pantalón M,Id laboriosam vero voluptate iusto.,Camisa,S,Unisex,Beige antiguo,55.27,290
674,Chaqueta M,Placeat sapiente molestiae illum numquam quas.,Overol,XL,Mujer,Rosa,74.69,313
675,Overol S,Nam repellat laudantium repellendus impedit.,Overol,M,Hombre,Blanco nieve,53.13,429
676,Chaqueta L,Aut fugit officia quaerat magnam voluptatibus.,Overol,XL,Unisex,Blanco,74.7,458
677,Chaqueta M,Porro sed deserunt.,Chaqueta,L,Unisex,Marrón arena,41.28,60
678,Overol XL,Magni alias neque nobis odit impedit unde quae.,Overol,L,Hombre,Melón dulce,73.12,316
679,Chaqueta XL,Odio sequi omnis porro.,Chaqueta,M,Mujer,Turquesa medio,83.91,276
680,Chaqueta S,Repellendus laboriosam dolor nisi a.,Overol,M,Hombre,Salmón oscuro,39.3,238
681,Chaqueta XL,At illum quis tempora debitis aut ipsam harum.,Pantalón,S,Unisex,Violeta cardo,48.57,318
682,Overol S,At sequi id amet.,Camisa,M,Unisex,Oliva,66.71,110
683,Pantalón S,Rem aut voluptas alias dolores.,Chaqueta,L,Hombre,Melón dulce,31.13,142
684,Chaqueta S,Possimus illum quis vel quibusdam sint.,Chaqueta,M,Hombre,Marrón cuero,94.61,98
685,Overol M,Corrupti laboriosam dicta perspiciatis error.,Chaqueta,L,Mujer,Salmón claro,44.85,490
686,Camisa XL,Saepe quae enim error molestias.,Overol,XL,Mujer,Beige melocotón,36.13,387
687,Overol XL,Laudantium quae expedita officia.,Pantalón,L,Mujer,Negro,97.61,279
688,Overol M,Laborum perferendis rerum doloremque laborum.,Overol,S,Hombre,Amarillo trigo,93.81,271
689,Chaqueta L,Quod consequatur illo harum.,Overol,XL,Hombre,Violeta sonrojado pálido,80.88,158
690,Chaqueta M,Id accusantium occaecati nihil.,Chaqueta,S,Mujer,Gris claro,63.22,157
691,Camisa M,Sint hic accusantium provident.,Overol,XL,Mujer,Caqui oscuro,76.08,278
692,Overol S,Facere asperiores libero tenetur ipsum odit.,Overol,M,Unisex,Violeta oscuro,32.74,238
693,Camisa XL,Repellendus quam mollitia asperiores.,Overol,XL,Mujer,Magenta oscuro,33.07,240
694,Chaqueta S,Voluptatem alias assumenda eos optio ipsum.,Pantalón,L,Unisex,Rojo violeta medio,99.59,292
695,Pantalón XL,Animi atque esse non.,Camisa,M,Hombre,Rojo indio,53.9,243
696,Pantalón L,Eum error dolore.,Pantalón,S,Hombre,Blanco navajo,94.23,176
697,Camisa S,Alias libero earum odio.,Chaqueta,M,Unisex,Púrpura medio,44.02,470
698,Camisa M,Minima laudantium maiores rerum.,Camisa,XL,Hombre,Azul anciano,79.95,63
699,Pantalón S,Vitae inventore quaerat ullam.,Pantalón,M,Unisex,Rojo,60.31,287
700,Overol S,Cum exercitationem unde.,Overol,S,Unisex,Verde claro,36.68,472
701,Overol S,Commodi porro quae veritatis veritatis aut.,Camisa,S,Mujer,Azul acero claro,57.8,284
702,Camisa L,At sapiente neque provident nisi.,Chaqueta,L,Mujer,Turquesa,75.03,392
703,Chaqueta S,Assumenda eum aut commodi.,Camisa,L,Hombre,Rojo tomate,46.3,12
704,Camisa XL,Totam deleniti neque. Aliquid corrupti hic.,Chaqueta,L,Mujer,Marrón perú,70.5,50
705,Chaqueta M,Repellat est dolorem impedit tempora debitis.,Overol,L,Unisex,Azul real,44.13,315
706,Camisa L,Quasi vitae vero dignissimos.,Pantalón,L,Hombre,Lima,69.86,137
707,Chaqueta L,Beatae beatae quas nesciunt incidunt optio.,Camisa,L,Mujer,Azul cielo claro,32.83,150
708,Pantalón XL,Exercitationem est ipsam quisquam.,Camisa,S,Mujer,Orquídea,46.63,460
709,Overol XL,Velit tenetur labore molestiae blanditiis.,Pantalón,L,Mujer,Marrón,63.42,74
710,Camisa S,Beatae sunt possimus perferendis iusto et totam.,Pantalón,XL,Unisex,Blanco,45.1,387
711,Overol M,Accusantium alias reprehenderit reprehenderit.,Chaqueta,S,Mujer,Beige melocotón,88.28,206
712,Pantalón L,Ipsam eaque iste sunt alias.,Camisa,L,Hombre,Marrón madera rústica,35.03,378
713,Camisa L,Officia reiciendis ipsam repellendus iusto.,Pantalón,XL,Unisex,Marrón perú,73.71,381
714,Pantalón XL,Cumque expedita quos quasi.,Pantalón,XL,Mujer,Amarillo,33.0,324
715,Overol S,Nihil officia quo eum accusamus.,Overol,XL,Mujer,Verde oliva oscuro,91.25,38
716,Camisa S,Reiciendis illum similique.,Camisa,L,Hombre,Blanco humo,62.85,347
717,Camisa L,Porro officiis illum optio velit eveniet.,Overol,XL,Hombre,Oro,69.47,253
718,Overol M,Harum officiis nihil temporibus aliquid quisquam.,Pantalón,M,Mujer,Rojo indio,97.35,391
719,Camisa M,Veritatis quasi aut facilis quasi neque.,Camisa,XL,Unisex,Gris oscuro,49.56,375
720,Camisa M,Dolorum ipsa incidunt quos.,Pantalón,M,Mujer,Verde,38.15,232
721,Camisa XL,Fugiat eius illo nulla vitae quo corporis.,Overol,XL,Mujer,Almendra blanqueado,33.37,451
722,Pantalón XL,Voluptas voluptate architecto perferendis.,Camisa,S,Hombre,Azul azur,35.82,267
723,Chaqueta L,Cum porro rem cupiditate.,Overol,S,Unisex,Marrón,52.56,176
724,Chaqueta M,Suscipit iusto ipsam animi.,Overol,S,Hombre,Rosa caliente,70.3,214
725,Camisa XL,Odio mollitia ab quidem quos.,Camisa,L,Hombre,Gris gainsboro (Estaño),87.6,69
726,Chaqueta XL,Id laborum molestias velit ipsum.,Camisa,S,Unisex,Blanco,95.84,283
727,Pantalón S,Pariatur assumenda exercitationem accusamus.,Pantalón,M,Unisex,Granate,78.76,421
728,Chaqueta M,Saepe assumenda atque atque nemo.,Chaqueta,M,Unisex,Coral,32.14,248
729,Pantalón M,Blanditiis consectetur sed quas temporibus.,Pantalón,M,Mujer,Gris,78.24,239
730,Chaqueta M,Natus blanditiis voluptatem numquam.,Pantalón,M,Hombre,Azul pizarra oscuro,68.33,278
731,Camisa S,Amet numquam sit neque alias.,Chaqueta,M,Unisex,Amarillo dorado oscuro,88.38,404
732,Camisa L,Vel illum excepturi esse dolor iste eaque.,Chaqueta,L,Unisex,Naranja,98.75,391
733,Camisa S,Voluptatem repellendus recusandae amet sunt.,Pantalón,XL,Mujer,Rojo anaranjado,99.82,114
734,Chaqueta S,Vitae amet harum.,Camisa,S,Mujer,Orquídea medio,89.54,97
735,Chaqueta M,Voluptatibus adipisci voluptate.,Pantalón,M,Hombre,Rosa claro,38.86,84
736,Camisa L,Atque dolor perspiciatis modi dicta.,Pantalón,M,Unisex,Rosa brumoso,68.14,202
737,Overol S,Eligendi cumque id labore exercitationem rem.,Camisa,XL,Mujer,Azul pizarra,87.67,484
738,Camisa L,Rerum illum facilis voluptates aperiam.,Camisa,L,Mujer,Azul acero,44.18,53
739,Overol L,Numquam voluptatum officiis harum.,Camisa,L,Mujer,Rojo,90.16,99
740,Pantalón M,Inventore dolores sequi velit hic perferendis.,Camisa,M,Mujer,Salmón oscuro,55.39,436
741,Chaqueta M,Dolorem eaque quae iste.,Camisa,M,Mujer,Índigo,58.03,127
742,Chaqueta M,Quos quas sint quis corrupti ullam autem.,Chaqueta,M,Mujer,Violeta sonrojado pálido,50.63,75
743,Camisa M,Praesentium saepe nostrum qui.,Chaqueta,S,Unisex,Oliva,38.08,308
744,Pantalón XL,Tempore unde qui veritatis repellendus.,Chaqueta,L,Mujer,Gris pizarra claro,70.25,27
745,Pantalón XL,Sequi expedita quisquam dicta.,Chaqueta,M,Mujer,Rojo anaranjado,78.83,310
746,Chaqueta L,Totam quia corporis a.,Chaqueta,L,Unisex,Gris oscuro,72.02,65
747,Overol L,Culpa dolore deleniti odio.,Chaqueta,M,Mujer,Marrón rosado,75.41,376
748,Camisa XL,Voluptas iste rem tempore.,Overol,L,Unisex,Verde bosque,96.51,387
749,Overol L,Veritatis nesciunt eaque. Possimus nesciunt esse.,Camisa,S,Mujer,Verde mar oscuro,75.82,303
750,Overol XL,Aspernatur enim officia adipisci.,Overol,L,Mujer,Azul cielo profundo,33.07,378
751,Chaqueta XL,At architecto neque eveniet possimus.,Chaqueta,L,Hombre,Orquídea púrpura oscuro,58.92,278
752,Overol S,Sit accusantium exercitationem ullam ratione.,Overol,XL,Hombre,Gris pizarra,68.88,256
753,Chaqueta XL,Voluptas amet quaerat veritatis.,Overol,L,Hombre,Azul pizarra,30.95,258
754,Overol S,Reprehenderit consectetur error impedit.,Camisa,S,Mujer,Marrón caqui,45.47,357
755,Pantalón M,Sint pariatur quia est. Optio totam aperiam quis.,Pantalón,M,Unisex,Púrpura medio,76.81,62
756,Overol S,Odio eos libero impedit consequatur quisquam.,Chaqueta,S,Unisex,Verde limón,45.31,133
757,Overol S,Autem quis vitae odit magni.,Overol,XL,Hombre,Cyan oscuro,37.37,56
758,Chaqueta XL,Minima iste aperiam aspernatur officiis.,Overol,S,Unisex,Blanco navajo,48.86,361
759,Camisa XL,Quidem sequi vero corporis quae veniam officia.,Chaqueta,L,Mujer,Amarillo,85.26,406
760,Chaqueta M,Repellat nemo aliquam modi laborum nostrum.,Pantalón,S,Mujer,Beige mocasín,63.45,61
761,Overol S,Consequuntur quo hic magni consectetur nihil.,Pantalón,XL,Unisex,Marrón caqui,88.08,413
762,Pantalón XL,Dolorum inventore numquam dolorem enim.,Camisa,S,Mujer,Azul anciano,47.64,310
763,Chaqueta M,Dicta ipsa corporis modi quas occaecati.,Pantalón,S,Mujer,Azul azur,80.97,17
764,Chaqueta L,Debitis harum cupiditate voluptate.,Camisa,M,Hombre,Rosa,66.6,425
765,Pantalón L,Neque vitae in architecto.,Pantalón,L,Mujer,Verde bosque,96.13,278
766,Chaqueta L,Reiciendis praesentium ratione nihil.,Chaqueta,S,Hombre,Orquídea,81.98,210
767,Pantalón M,Aliquam eos nisi.,Camisa,S,Unisex,Verde bosque,89.87,41
768,Overol L,Omnis enim facere ipsam impedit doloribus beatae.,Camisa,S,Hombre,Púrpura,90.32,143
769,Pantalón M,Neque sit cum reprehenderit aut.,Camisa,L,Hombre,Blanco navajo,77.99,447
770,Pantalón M,Reiciendis veniam illum at.,Chaqueta,XL,Unisex,Plata,43.65,373
771,Overol L,Amet quo ducimus dolores tempora odit facilis.,Overol,L,Unisex,Rosa caliente,58.19,309
772,Overol M,Laboriosam quia magnam.,Camisa,XL,Mujer,Amarillo dorado pálido,33.56,265
773,Camisa M,Tenetur quisquam animi atque fuga.,Chaqueta,S,Mujer,Azul cadete,80.51,187
774,Overol M,Nobis velit ut temporibus unde id facere.,Camisa,S,Hombre,Verde limón,91.21,210
775,Camisa XL,Praesentium similique numquam sequi vitae.,Overol,XL,Hombre,Azul marino,43.97,420
776,Chaqueta L,Itaque harum quis perferendis ratione a.,Overol,XL,Mujer,Rojo tomate,58.8,40
777,Overol S,Temporibus consectetur quaerat minima alias.,Overol,L,Mujer,Blanco encaje,92.52,457
778,Pantalón XL,Officia illum facilis facilis animi.,Camisa,S,Mujer,Marrón caqui,97.19,28
779,Overol L,Rem aut porro dolores sequi autem.,Pantalón,S,Mujer,Cyan oscuro,57.84,129
780,Overol M,Officiis reiciendis fugiat dolores.,Chaqueta,XL,Hombre,Verde mar claro,97.21,65
781,Camisa L,Dignissimos voluptatem iusto vitae.,Camisa,XL,Mujer,Turquesa,82.93,260
782,Camisa M,Eius adipisci voluptatibus eum illum.,Pantalón,XL,Hombre,Lima,60.09,258
783,Overol L,Perspiciatis labore fuga expedita totam adipisci.,Overol,S,Mujer,Amarillo dorado oscuro,85.07,397
784,Camisa XL,Natus unde ullam tempore.,Pantalón,M,Hombre,Rojo anaranjado,30.55,257
785,Overol L,Maiores dolores pariatur natus porro.,Overol,M,Hombre,Verde claro,84.94,395
786,Chaqueta L,Labore rerum suscipit laborum corrupti nam.,Camisa,S,Hombre,Amarillo verde,32.18,174
787,Overol XL,Placeat fugit ad voluptatum.,Camisa,XL,Mujer,Granate,46.17,491
788,Chaqueta S,Ut eius eius excepturi velit doloribus.,Pantalón,M,Mujer,Chocolate,35.81,326
789,Overol XL,Nemo sapiente nihil quia omnis quisquam dolor.,Pantalón,M,Mujer,Rosa caliente,46.68,112
790,Pantalón L,Fugiat eius libero ad.,Pantalón,L,Hombre,Verde,66.32,472
